timestamp_local,timestamp_utc,park_load_kw,park_load_kwh,tenant_count,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN_imputed,temperature_c,T2M_imputed,relative_humidity_pct,RH2M_imputed,precipitation,PRECTOTCORR_imputed,wind_speed,WS10M_imputed,weather_quality_flag,solar_resource_raw,solar_resource_unit,solar_resource_normalized,pv_available_kw,pv_available_kwh,pv_conversion_branch,pv_formula_version,pv_clipped_to_capacity,installed_pv_capacity_kw,performance_ratio,pv_model_name,pv_is_derived,pv_is_measured,pv_quality_flag,tariff_period,grid_price_vnd_per_kwh,tariff_source_status,tariff_category_selected,tariff_voltage_level_selected,tariff_schedule_is_demo_assumption,dppa_enabled,dppa_available_kw,dppa_price_vnd_per_kwh,dppa_renewable_eligible,dppa_availability_is_assumption,dppa_price_is_assumption,dppa_values_are_assumptions,transformer_capacity_kw,total_nominal_tenant_load_kw,load_to_transformer_capacity_ratio,load_quality_flag,dataset_quality_flag,processed_dataset_version
2013-01-02 10:00:00+07:00,2013-01-02 03:00:00+00:00,2924.708405125875,2924.708405125875,5,778.38,False,30.24,False,55.52,False,0.0,False,1.35,False,ok,778.38,Wh/m^2,0.77838,1673.5169999999998,1673.5169999999998,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,peak,3200.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5624439240626682,ok,ok,stage2_v1
2013-01-02 11:00:00+07:00,2013-01-02 04:00:00+00:00,3078.6040935375167,3078.6040935375167,5,828.0,False,31.31,False,53.23,False,0.0,False,0.84,False,ok,828.0,Wh/m^2,0.828,1780.2,1780.2,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,peak,3200.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5920392487572148,ok,ok,stage2_v1
2013-01-02 12:00:00+07:00,2013-01-02 05:00:00+00:00,3058.4749069727372,3058.4749069727372,5,762.92,False,31.95,False,51.68,False,0.0,False,0.55,False,ok,762.92,Wh/m^2,0.7629199999999999,1640.2779999999998,1640.2779999999998,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.588168251340911,ok,ok,stage2_v1
2013-01-02 13:00:00+07:00,2013-01-02 06:00:00+00:00,3140.670461619356,3140.670461619356,5,722.33,False,32.16,False,51.13,False,0.0,False,0.68,False,ok,722.33,Wh/m^2,0.72233,1553.0095000000001,1553.0095000000001,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.6039750887729531,ok,ok,stage2_v1
2013-01-02 14:00:00+07:00,2013-01-02 07:00:00+00:00,3163.842245096797,3163.842245096797,5,571.33,False,32.03,False,51.44,False,0.0,False,0.97,False,ok,571.33,Wh/m^2,0.57133,1228.3595,1228.3595,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.6084312009801532,ok,ok,stage2_v1
2013-01-02 15:00:00+07:00,2013-01-02 08:00:00+00:00,3155.4921999648545,3155.4921999648545,5,387.7,False,31.58,False,53.07,False,0.0,False,1.21,False,ok,387.7,Wh/m^2,0.3877,833.555,833.555,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.6068254230701643,ok,ok,stage2_v1
2013-01-02 16:00:00+07:00,2013-01-02 09:00:00+00:00,3081.125167923268,3081.125167923268,5,188.52,False,30.92,False,56.5,False,0.0,False,1.14,False,ok,188.52,Wh/m^2,0.18852000000000002,405.31800000000004,405.31800000000004,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5925240707544746,ok,ok,stage2_v1
2013-01-02 17:00:00+07:00,2013-01-02 10:00:00+00:00,3033.145130512948,3033.145130512948,5,20.23,False,28.61,False,70.37,False,0.0,False,1.35,False,ok,20.23,Wh/m^2,0.02023,43.4945,43.4945,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,peak,3200.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5832971404832592,ok,ok,stage2_v1
2013-01-02 18:00:00+07:00,2013-01-02 11:00:00+00:00,3136.4678902593223,3136.4678902593223,5,0.0,False,26.79,False,76.88,False,0.0,False,2.03,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,peak,3200.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.6031669019729466,ok,ok,stage2_v1
2013-01-02 19:00:00+07:00,2013-01-02 12:00:00+00:00,3134.5107179011534,3134.5107179011534,5,0.0,False,25.81,False,79.75,False,0.0,False,2.41,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,peak,3200.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.6027905226732987,ok,ok,stage2_v1
2013-01-02 20:00:00+07:00,2013-01-02 13:00:00+00:00,3022.9284490617424,3022.9284490617424,5,0.0,False,25.19,False,82.2,False,0.0,False,2.5,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5813323940503351,ok,ok,stage2_v1
2013-01-02 21:00:00+07:00,2013-01-02 14:00:00+00:00,2953.9078559129757,2953.9078559129757,5,0.0,False,24.8,False,84.96,False,0.0,False,2.43,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5680592030601876,ok,ok,stage2_v1
2013-01-02 22:00:00+07:00,2013-01-02 15:00:00+00:00,2957.5759280801826,2957.5759280801826,5,0.0,False,24.5,False,87.73,False,0.0,False,2.22,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5687646015538813,ok,ok,stage2_v1
2013-01-02 23:00:00+07:00,2013-01-02 16:00:00+00:00,2922.3169293967653,2922.3169293967653,5,0.0,False,24.18,False,90.36,False,0.0,False,1.97,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5619840248839933,ok,ok,stage2_v1
2013-01-03 00:00:00+07:00,2013-01-02 17:00:00+00:00,2877.1053514417436,2877.1053514417436,5,0.0,False,23.85,False,92.25,False,0.0,False,1.83,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5532894906618737,ok,ok,stage2_v1
2013-01-03 01:00:00+07:00,2013-01-02 18:00:00+00:00,2770.987616810979,2770.987616810979,5,0.0,False,23.56,False,93.46,False,0.0,False,1.77,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5328822340021113,ok,ok,stage2_v1
2013-01-03 02:00:00+07:00,2013-01-02 19:00:00+00:00,2729.8062635182446,2729.8062635182446,5,0.0,False,23.42,False,93.78,False,0.0,False,1.68,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5249627429842778,ok,ok,stage2_v1
2013-01-03 03:00:00+07:00,2013-01-02 20:00:00+00:00,2757.8296226790885,2757.8296226790885,5,0.0,False,23.28,False,93.5,False,0.0,False,1.58,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5303518505152093,ok,ok,stage2_v1
2013-01-03 04:00:00+07:00,2013-01-02 21:00:00+00:00,2769.066075209768,2769.066075209768,5,0.0,False,23.11,False,92.98,False,0.0,False,1.5,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5325127067711092,ok,ok,stage2_v1
2013-01-03 05:00:00+07:00,2013-01-02 22:00:00+00:00,2729.425170862724,2729.425170862724,5,0.0,False,22.79,False,92.9,False,0.0,False,1.56,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5248894559351392,ok,ok,stage2_v1
2013-01-03 06:00:00+07:00,2013-01-02 23:00:00+00:00,2711.512264063497,2711.512264063497,5,23.17,False,23.04,False,91.51,False,0.0,False,1.75,False,ok,23.17,Wh/m^2,0.023170000000000003,49.8155,49.8155,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5214446661660571,ok,ok,stage2_v1
2013-01-03 07:00:00+07:00,2013-01-03 00:00:00+00:00,2719.2771578930233,2719.2771578930233,5,181.57,False,24.85,False,80.94,False,0.0,False,2.71,False,ok,181.57,Wh/m^2,0.18156999999999998,390.37549999999993,390.37549999999993,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5229379149794275,ok,ok,stage2_v1
2013-01-03 08:00:00+07:00,2013-01-03 01:00:00+00:00,2725.8429932117465,2725.8429932117465,5,377.25,False,27.52,False,68.71,False,0.0,False,2.82,False,ok,377.25,Wh/m^2,0.37725,811.0874999999999,811.0874999999999,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5242005756176435,ok,ok,stage2_v1
2013-01-03 09:00:00+07:00,2013-01-03 02:00:00+00:00,2886.1839132513596,2886.1839132513596,5,571.65,False,29.51,False,62.53,False,0.0,False,2.4,False,ok,571.65,Wh/m^2,0.57165,1229.0475,1229.0475,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,peak,3200.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5550353679329538,ok,ok,stage2_v1
2013-01-03 10:00:00+07:00,2013-01-03 03:00:00+00:00,3051.5411314888042,3051.5411314888042,5,742.45,False,30.95,False,58.74,False,0.0,False,1.85,False,ok,742.45,Wh/m^2,0.74245,1596.2675000000002,1596.2675000000002,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,peak,3200.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5868348329786162,ok,ok,stage2_v1
2013-01-03 11:00:00+07:00,2013-01-03 04:00:00+00:00,3074.6564052360413,3074.6564052360413,5,688.1,False,31.93,False,56.08,False,0.03,False,1.46,False,ok,688.1,Wh/m^2,0.6881,1479.415,1479.415,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,peak,3200.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5912800779300079,ok,ok,stage2_v1
2013-01-03 12:00:00+07:00,2013-01-03 05:00:00+00:00,3038.0178977338246,3038.0178977338246,5,635.75,False,32.37,False,54.63,False,0.08,False,1.47,False,ok,635.75,Wh/m^2,0.63575,1366.8625,1366.8625,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5842342111026586,ok,ok,stage2_v1
2013-01-03 13:00:00+07:00,2013-01-03 06:00:00+00:00,3021.0300465951873,3021.0300465951873,5,589.65,False,32.45,False,54.25,False,0.11,False,1.72,False,ok,589.65,Wh/m^2,0.58965,1267.7475,1267.7475,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5809673166529207,ok,ok,stage2_v1
2013-01-03 14:00:00+07:00,2013-01-03 07:00:00+00:00,3035.187737680007,3035.187737680007,5,432.9,False,32.37,False,54.82,False,0.07,False,2.15,False,ok,432.9,Wh/m^2,0.43289999999999995,930.7349999999998,930.7349999999998,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5836899495538476,ok,ok,stage2_v1
2013-01-03 15:00:00+07:00,2013-01-03 08:00:00+00:00,3100.4206018927894,3100.4206018927894,5,265.42,False,31.96,False,56.82,False,0.02,False,2.44,False,ok,265.42,Wh/m^2,0.26542,570.6529999999999,570.6529999999999,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5962347311332288,ok,ok,stage2_v1
2013-01-03 16:00:00+07:00,2013-01-03 09:00:00+00:00,3095.575040202412,3095.575040202412,5,116.03,False,30.92,False,62.37,False,0.0,False,2.5,False,ok,116.03,Wh/m^2,0.11603,249.4645,249.4645,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5953028923466177,ok,ok,stage2_v1
2013-01-03 17:00:00+07:00,2013-01-03 10:00:00+00:00,3044.0848325384286,3044.0848325384286,5,12.05,False,28.37,False,76.03,False,0.0,False,2.41,False,ok,12.05,Wh/m^2,0.01205,25.9075,25.9075,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,peak,3200.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5854009293343132,ok,ok,stage2_v1
2013-01-03 18:00:00+07:00,2013-01-03 11:00:00+00:00,3126.7366799721844,3126.7366799721844,5,0.0,False,27.08,False,79.61,False,0.0,False,2.68,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,peak,3200.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.6012955153792663,ok,ok,stage2_v1
2013-01-03 19:00:00+07:00,2013-01-03 12:00:00+00:00,3032.466128314184,3032.466128314184,5,0.0,False,26.45,False,82.37,False,0.0,False,2.74,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,peak,3200.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.583166563137343,ok,ok,stage2_v1
2013-01-03 20:00:00+07:00,2013-01-03 13:00:00+00:00,3044.572228343531,3044.572228343531,5,0.0,False,26.01,False,84.92,False,0.0,False,2.58,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5854946592968329,ok,ok,stage2_v1
2013-01-03 21:00:00+07:00,2013-01-03 14:00:00+00:00,3054.2843421881166,3054.2843421881166,5,0.0,False,25.66,False,86.32,False,0.0,False,2.35,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,normal,1900.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5873623734977147,ok,ok,stage2_v1
2013-01-03 22:00:00+07:00,2013-01-03 15:00:00+00:00,3041.5076923741935,3041.5076923741935,5,0.0,False,25.29,False,86.32,False,0.0,False,2.29,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5849053254565757,ok,ok,stage2_v1
2013-01-03 23:00:00+07:00,2013-01-03 16:00:00+00:00,2889.1414421175036,2889.1414421175036,5,0.0,False,24.7,False,85.87,False,0.0,False,2.49,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5556041234841353,ok,ok,stage2_v1
2013-01-04 00:00:00+07:00,2013-01-03 17:00:00+00:00,2838.3416051183476,2838.3416051183476,5,0.0,False,24.08,False,85.44,False,0.0,False,2.59,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5458349240612207,ok,ok,stage2_v1
2013-01-04 01:00:00+07:00,2013-01-03 18:00:00+00:00,2730.712053740882,2730.712053740882,5,0.0,False,23.49,False,85.42,False,0.0,False,2.59,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5251369334117081,ok,ok,stage2_v1
2013-01-04 02:00:00+07:00,2013-01-03 19:00:00+00:00,2783.1262587081214,2783.1262587081214,5,0.0,False,22.94,False,86.06,False,0.0,False,2.53,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5352165882131003,ok,ok,stage2_v1
2013-01-04 03:00:00+07:00,2013-01-03 20:00:00+00:00,2798.0438246382823,2798.0438246382823,5,0.0,False,22.44,False,87.2,False,0.0,False,2.37,False,ok,0.0,Wh/m^2,0.0,0.0,0.0,hourly_irradiation_wh_m2,simple_capacity_factor_v2,False,2500.0,0.86,simple_unit_aware_pr_model,True,False,ok,off_peak,1100.0,demo_reference,False,False,True,True,1500.0,1750.0,True,True,True,True,5200.0,5750.0,0.5380853508919774,ok,ok,stage2_v1
